FEN,Evaluation
rnbqkb1r/ppp1pppp/1n6/3pP3/3P4/1B6/PPP1NPPP/RNBQK2R b KQkq -,62
3r2k1/pp5p/6p1/2Pp1q2/4N3/4BB2/PP2P2r/R1Q1RK2 b - -,0
rnbq1rk1/pp3pp1/4pn1p/3p4/1bPN3B/2N5/PP2PPPP/2RQKB1R w K -,0
r2q1rk1/ppp2ppp/3p1n2/2b5/B2nP1b1/2NN4/PPPP1PPP/R1BQ1RK1 w - -,-571
r2k3r/ppp1bq1p/2n5/6B1/3p2Q1/8/PPP2PPP/R5K1 w - -,-1070
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq -,14
r2qkb1r/pp1b1ppp/2n2n2/8/8/1QN2N2/PP2PPPP/R1B1KB1R b KQkq -,71
rn1qk2r/ppp2ppp/3p1n2/4p3/1bB1P1b1/2NP1N2/PPP2PPP/R1BQ1RK1 b kq -,39
r2q1rk1/ppp2ppp/3p1n2/2b5/B2nP1b1/2NN4/PPPP1PPP/R1B1QRK1 b - -,-505
r1bqkb1r/ppp2ppp/2n2n2/1B1pp3/4P3/P1N2N2/1PPP1PPP/R1BQK2R b KQkq -,-20
r1bqkb1r/pp1ppppp/2n2n2/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq -,23
r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/P1N2N2/1PPP1PPP/R1BQKB1R w KQkq -,9
r1bqkb1r/1p1p1ppp/p1n1pn2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq -,36
r1bqkb1r/pppp1ppp/2n5/4P3/P2n4/5N2/1PP2PPP/RNBQ1RK1 w kq -,4
r1b1kb1r/ppp2ppp/2p5/4P3/3Pn2q/6P1/PPP2P1P/RNBQKB1R b KQkq -,-268
r1bqkb1r/1p1p1ppp/p1n1pn2/8/3NP3/2N1BP2/PPP3PP/R2QKB1R b KQkq -,25
rnbqkbnr/pp2pppp/8/3p4/2PP4/8/PP3PPP/RNBQKBNR b KQkq -,8
rnbqkb1r/1p3ppp/p2p1n2/2p1p3/4P3/2NP2P1/PPP1NPBP/R1BQK2R b KQkq -,22
r1bqkb1r/pppp1ppp/2n5/4P3/P2N4/8/1PP2PPP/RNBQ1RK1 b kq -,0
r1b2r2/ppqn1ppk/4p3/2pnP3/1p1P4/5N2/PP1N1PPP/R2Q1RK1 w - -,171
rn1qk1nr/pbpp2pp/1p2p3/5p2/1bPPP3/2NB4/PP3PPP/R1BQK1NR w KQkq -,13
r2q1rk1/ppp2ppp/2nbbn2/3pp3/8/2NPPN2/PPPBBPPP/R2Q1RK1 w - -,-33
rnbqkb1r/pppp1ppp/3n4/4p3/8/1B1P1N2/PPP2PPP/RNBQK2R b KQkq -,-29
rnbqkb1r/pp1n1ppp/4p3/2ppP1B1/3P4/2N2N2/PPP2PPP/R2QKB1R b KQkq -,-70
r1bqk2r/pp2nppp/2n5/3p4/1bpPP3/2N2NP1/PP3PBP/R1BQ1RK1 b kq -,70
r1bqkb1r/ppp2ppp/2nP4/8/P2N4/8/1PP2PPP/RNBQ1RK1 b kq -,13
r1b1kb1r/1p1p1ppp/pqn1pn2/8/3NP3/2N1BP2/PPP3PP/R2QKB1R w KQkq -,44
r1bqkb1r/ppp2ppp/3P4/8/P2Q4/8/1PP2PPP/RNB2RK1 b kq -,13
rnbqkb1r/pp3ppp/4pn2/3p4/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq -,0
r1bqk2r/ppppbppp/2nn4/4p3/8/1BNP1N2/PPP2PPP/R1BQK2R w KQkq -,-52
rnbqkb1r/ppp2ppp/5n2/3p4/2PP4/8/PP3PPP/RNBQKBNR w KQkq -,-8
r1bqkbnr/2pp1ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,67
r1bqk2r/pppnbppp/4pn2/8/2pP4/5NP1/PP2PPBP/RNBQ1RK1 w kq -,58
r1bqkbnr/2pp1ppp/p1p5/4N3/4P3/8/PPPP1PPP/RNBQK2R b KQkq -,17
r2q1rk1/ppp2ppp/3p1n2/2b5/B3P3/2NN1b2/PPPP1P1P/R1B1QRK1 w - -,-572
r1bqk2r/pppnbppp/4pn2/8/2pP4/5NP1/PP1NPPBP/R1BQ1RK1 b kq -,44
rnbqk2r/pp3ppp/4pn2/3p4/1bPP4/2N2N2/PP3PPP/R1BQKB1R w KQkq -,13
r1bqkbnr/pp2pppp/2np4/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,54
6k1/1p1b3p/2pp2p1/p7/2PbK1P1/1P1Pp2q/P1N3RP/1RQ5 b - -,174
r1bqk2r/ppp2ppp/2np1B2/2b1p3/2B1P3/3P1Q2/PPP2PPP/RN2K1NR b KQkq -,-62
rnbqkb1r/ppp2ppp/5n2/3p4/2PP4/2N5/PP3PPP/R1BQKBNR b KQkq -,0
r1bqkbnr/p3pppp/2pp4/2p5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,23
r1b2rk1/ppqn1pp1/4p3/2pnP1NQ/1p1P4/8/PP1N1PPP/R4RK1 b - -,124
r1bqkb1r/p1pp1ppp/2p2n2/4P3/8/8/PPP2PPP/RNBQKB1R b KQkq -,0
rnbqk2r/ppp1bppp/5n2/3p4/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq -,0
rnb1k1nr/pppp1ppp/8/4p3/1b1PP2q/2N5/PPP2PPP/R1BQKBNR w KQkq -,50
rnbqkbnr/pp2pppp/2p5/3p4/4P3/2N2Q2/PPPP1PPP/R1B1KBNR b KQkq -,0
rnbq1rk1/ppp1bppp/5n2/3p4/2PP4/2N2N2/PP3PPP/R1BQKB1R w KQ -,0
rnb1k1nr/pppp1ppp/8/4p3/1b1PP2q/2N5/PPPB1PPP/R2QKBNR b KQkq -,37
r1b2rk1/ppqn1pp1/4pn2/2p1P1NQ/1p1P4/8/PP1N1PPP/R4RK1 w - -,105
rn1qkbnr/pbpppppp/1p6/8/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq -,75
r4rk1/p3ppbp/3p2p1/q2P4/1p1B4/5P2/PPPQ2PP/1K1R3R b - -,-13
r1b2rk1/ppqn1pp1/4pP2/2p3NQ/1p1P4/8/PP1N1PPP/R4RK1 b - -,167
r1k4r/ppp1B2p/2n5/2N2q2/3p2Q1/8/PPP2PPP/R5K1 b - -,-1409
rn1qkb1r/pbpppppp/1p3n2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq -,84
r1bqkbnr/p3pppp/2pp4/2p5/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq -,17
6k1/1p5p/2pp1qp1/p7/2Pb1R2/1P1PpK2/P1N4P/1RQ5 b - -,1500
rnbqkbnr/pp2pppp/3p4/2p5/3PP3/2P5/PP3PPP/RNBQKBNR b KQkq -,66
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -,0
r1bqkb1r/pp2pppp/2n2n2/3p4/3P4/2PB4/PP3PPP/RNBQK1NR w KQkq -,33
rn1qkb1r/pbpppppp/1p6/8/2B1n3/2N2N2/PPPP1PPP/R1BQK2R w KQkq -,75
rn1qk1nr/pp3ppp/2p1p3/3pPb2/1b1P1B2/2P2N2/PP3PPP/RN1QKB1R b KQkq -,56
r1bqkb1r/pp2pppp/2n2n2/3p4/3P4/2PB1N2/PP3PPP/RNBQK2R b KQkq -,27
rn1qkb1r/pbpppppp/1p6/8/2B1N3/5N2/PPPP1PPP/R1BQK2R b KQkq -,14
r1bqk1nr/pp2ppbp/2np2p1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq -,63
r1bqkbnr/pp1p2pp/2nPpp2/2p1P3/5B2/5N2/PPP2PPP/RN1QKB1R b KQkq -,85
r2qkb1r/1pp1pppp/p1n2n2/3p1b2/3P1B2/P1N1PP2/1PP3PP/R2QKBNR b KQkq -,0
r1bqkbnr/p4ppp/2pp4/2p1p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq -,10
r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq -,11
rnbq1rk1/ppp1ppbp/3p1np1/8/2PP1B2/4PN2/PP2BPPP/RN1QK2R b KQ -,0
r4rk1/p3ppbp/3p2p1/3q4/1p1B4/5P2/PPPQ2PP/1K1R3R w - -,16
r1bqkbnr/p4ppp/2pp4/2p1p3/4P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq -,-28
r4rk1/p3ppbp/3p2p1/3q4/1Q1B4/5P2/PPP3PP/1K1R3R b - -,0
rnbqkbnr/pp2pppp/8/2ppP3/8/2P5/PP1P1PPP/RNBQKBNR b KQkq -,0
rnbqkbnr/ppp2ppp/3p4/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq -,36
rnbqkbnr/pppp1ppp/8/4p3/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -,174
r1bqk2r/ppppbppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 w kq -,45
rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq -,0
r1bqkb1r/pp3ppp/2n1pn2/3p4/3P1B2/2PB1N2/PP3PPP/RN1QK2R b KQkq -,25
rnbqkbnr/pp3ppp/2p1p3/8/2PPp3/2N5/PP3PPP/R1BQKBNR w KQkq -,20
rn1qkb1r/p1pppppp/1p6/8/2B1b3/5N2/PPPP1PPP/R1BQK2R w KQkq -,87
r1bqk2r/ppppbppp/2n5/4p3/2BPn3/5N2/PPP2PPP/RNBQ1RK1 w kq -,73
rnbqkb1r/ppp1pppp/5n2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR b KQkq -,-69
r1bqkb1r/p4ppp/2pp2n1/2p1p3/4P3/2NP1N2/PPP2PPP/R1BQ1RK1 w kq -,-58
rn1qk1nr/pbpp1ppp/1p2p3/8/1b1PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,72
rnbqkbnr/pp3ppp/2p1p3/8/2PPN3/8/PP3PPP/R1BQKBNR b KQkq -,25
r1bqkb1r/ppp2ppp/2n5/4p3/4B3/5N2/PPPP1PPP/R1BQK2R b KQkq -,0
r1bqk2r/ppppbppp/2n5/4P3/2B1n3/5N2/PPP2PPP/RNBQ1RK1 b kq -,78
r1bqkb1r/ppp2ppp/2n5/3pp3/2B1N3/5N2/PPPP1PPP/R1BQK2R w KQkq -,0
r1bqkbnr/ppp2ppp/3p4/4p3/2Pn4/2N2NP1/PP1PPP1P/R1BQKB1R w KQkq -,59
r1b1kbnr/ppp2ppp/2n5/3qP3/8/5N2/PP2PPPP/RNBQKB1R b KQkq -,0
rn1qkb1r/pb3ppp/1p2pn2/2pp4/8/3P1NP1/PPPNPPBP/R1BQ1RK1 w kq -,14
rnbqkbnr/pp3ppp/4p3/2ppP3/8/2P5/PP1P1PPP/RNBQKBNR w KQkq -,13
rnbqk1nr/pp3ppp/2p1p3/8/1bPPN3/8/PP1B1PPP/R2QKBNR b KQkq -,14
rnbqkbnr/pp3ppp/4p3/3pP3/3p4/2P5/PP3PPP/RNBQKBNR w KQkq -,42
rnbqkbnr/pp3ppp/4p3/3pP3/3P4/8/PP3PPP/RNBQKBNR b KQkq -,42
rn1qkb1r/pb3ppp/1p2pn2/2pp4/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 b kq -,0
rnbqkb1r/1p3ppp/p2p1n2/4pN2/4P3/2NB4/PPP2PPP/R1BQK2R b KQkq -,-21
r1b1kbnr/ppp2ppp/2n5/4P3/8/5N2/PP2PPPP/RNBK1B1R b kq -,12
rnbqkb1r/1p1p1ppp/p3pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,175
rnbqkb1r/pp2pppp/5n2/2pp4/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq -,0
rn1qkb1r/pb3ppp/1p2pn2/2p5/4p3/3P1NP1/PPPN1PBP/R1BQ1RK1 w kq -,91
r1bqkbnr/ppp2ppp/3p4/4p3/2Pn4/2N2NP1/PP1PPPBP/R1BQK2R b KQkq -,31
r1bqk2r/ppp2ppp/2np1n2/8/3pP3/P1P2N2/2P2PPP/R1BQKB1R w KQkq -,-83
r1bqk1nr/pp1pppbp/2n3p1/8/4P3/2N5/PPP1NPPP/R1BQKB1R b KQkq -,-12
rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,29
rn1qkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PB2/PP3PPP/R1BQK2R b KQkq -,29
rnbqkb1r/pppppppp/5n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq -,12
r1bqk2r/pp1pppbp/2n2np1/8/4P3/2N5/PPP1NPPP/R1BQKB1R w KQkq -,-19
rn1qkbnr/pp2pppp/8/2ppPb2/8/2P5/PP1P1PPP/RNBQKBNR w KQkq -,0
rn1qkb1r/pp3ppp/2p1pn2/8/2pP4/2N1PB2/PP3PPP/R1BQK2R w KQkq -,48
rnbqkb1r/pp1ppppp/5n2/2p5/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq -,28
rnbqkb1r/ppp1pppp/5n2/8/2p5/5NP1/PP1PPP1P/RNBQKB1R w KQkq -,0
r1bqk2r/pp2ppbp/2np1np1/8/4P3/2N3P1/PPP1NP1P/R1BQKB1R w KQkq -,31
r2qkb1r/pp2pppp/2n2n2/3p4/3P2b1/1P3N2/PBP1BPPP/RN1QK2R b KQkq -,-16
rnbqkb1r/pp1ppppp/5n2/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq -,20
rn1qkb1r/p1pppppp/1p6/6N1/2B1b3/8/PPPP1PPP/R1BQK2R b KQkq -,0
r1bqk2r/pp3ppp/2nbpn2/3p4/3P1B2/2PB1N2/PP3PPP/RN1QK2R w KQkq -,98
r1bqk2r/pp2ppbp/2np1np1/8/4P3/2N3P1/PPP1NPBP/R1BQK2R b KQkq -,13
rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq -,35
r1bqkb1r/ppp1pppp/2n2n2/8/Q1p5/5NP1/PP1PPPBP/RNB1K2R b KQkq -,0
rnbqkb1r/pppp1ppp/8/4p3/2BPn3/8/PPP2PPP/RNBQK1NR w KQkq -,96
rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N2NP1/PP1PPP1P/R1BQKB1R b KQkq -,20
r1bqk2r/pppp1Npp/2n2n2/4p3/2B1P3/8/PPPP1KPP/RNBQ3R b kq -,0
rn1qkb1r/pp2nppp/2p1p3/3pPb2/2PP4/2N2N2/PP3PPP/R1BQKB1R b KQkq -,1
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/2N5/PPPPQPPP/R1B1KBNR b KQkq -,-68
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/2P5/2N2NP1/PP1PPP1P/R1BQKB1R w KQkq -,36
r2qkb1r/pppbpppp/2n2n2/8/2Q5/5NP1/PP1PPPBP/RNB1K2R b KQkq -,0
1rbqk2r/pp3ppp/8/3n4/1bBP4/8/PP3KPP/RN1Q2NR b k -,-216
rnbqkbnr/pppppp1p/6p1/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -,62
rnbqkb1r/pppp1ppp/8/4P3/2B1n3/8/PPP2PPP/RNBQK1NR b KQkq -,71
r1bqkb1r/ppp2ppp/3P4/8/P2n4/8/1PP2PPP/RNBQ1RK1 w kq -,0
r2qkb1r/pp1nnppp/2p1p3/3pPb2/2PP4/2N2N2/PP3PPP/R1BQKB1R w KQkq -,24
r1bqk2r/pppp1Npp/2n5/4p3/2B1n3/8/PPPP2PP/RNBQ2KR b kq -,0
r1b1kb1r/pp1p1ppp/1qn1pn2/2p5/2P5/2N2NP1/PP1PPPBP/R1BQK2R w KQkq -,19
rnbqkbnr/pppppp1p/6p1/8/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq -,0
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N2P2/PP4PP/R1BQKBNR b KQkq -,50
r1b1k2r/ppp2ppp/2p5/2b5/2B1P1nq/2N5/PPPP1PPP/R1BQ1RK1 w kq -,-563
2r2rk1/p3ppbp/3p1np1/q7/1p1BP3/1B3P2/PPPQ2PP/1K1R3R b - -,73
rn1qkb1r/pbpppppp/5n2/1p1P4/4P3/8/PPP2PPP/RNBQKBNR w KQkq -,19
rnbqk2r/pp2ppbp/1n1p2p1/8/3P4/5N2/PPP1BPPP/RNBQ1RK1 w kq -,65
r2qk2r/pppb1ppp/2nb1n2/4p3/2Q5/5NP1/PP1PPPBP/RNB2RK1 w kq -,32
r1bqk2r/1pp1bppp/p1np1n2/4p3/B2PP3/5N2/PPP2PPP/RNBQR1K1 b kq -,0
r1bqkb1r/ppn1pppp/2n5/2p5/8/2N2NP1/PP1PPPBP/R1BQK2R w KQkq -,12
rnbqkb1r/pp2pppp/5n2/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq -,13
rnbqkb1r/p3pppp/2p2n2/8/PppPP3/5N2/1P3PPP/RNBQKB1R b KQkq -,-31
r1bq1rk1/pppnppbp/3p1np1/8/3PPB2/2N2P2/PPPQ2PP/2KR1BNR b - -,30
rk5r/ppp1b2p/2n1Q3/6B1/3p4/8/PPP2PPP/R5K1 w - -,656
r1bqkb1r/pppp1Npp/2n5/4p3/2B1n3/8/PPPP1PPP/RNBQK2R b KQkq -,-73
rn1qkbnr/pp2pppp/8/2ppPb2/8/2P2N2/PP1P1PPP/RNBQKB1R b KQkq -,-33
rnbq1rk1/ppp1ppbp/3p1np1/6B1/2PPP3/2N2P2/PP4PP/R2QKBNR b KQ -,17
6k1/1p5p/2pp2p1/p7/2PbK2R/1P1Pp3/P1N4P/1RQ5 b - -,1502
1rbq1rk1/pp3ppp/8/3B4/1b1P4/8/PP3KPP/RN1Q2NR b - -,-343
rnbq1rk1/pp2ppbp/3p1np1/2p5/3PPB2/2P2N2/PP1NBPPP/R2QK2R b KQ -,0
1rb2rk1/pp3ppp/8/3q4/1b1P4/2N5/PP3KPP/R2Q2NR b - -,-355
rnbqkbnr/pp2pppp/2p5/8/4N3/5Q2/PPPP1PPP/R1B1KBNR b KQkq -,0
rnbq1rk1/ppp1ppb1/3p1npp/8/2PPP3/2N1BP2/PP4PP/R2QKBNR b KQ -,74
4rk2/1p1q4/3p1Bp1/p1pP1p2/P1P5/1PK5/8/7R w - -,-846
r1bqkb1r/1p3ppp/p1n1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQK2R w KQkq -,0
r1bqkbnr/ppp1pppp/2n5/3p4/3P4/2P5/PP2PPPP/RNBQKBNR w KQkq -,30
r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq -,-95
r1bqkbnr/pp1npppp/2p5/8/4N3/5Q2/PPPP1PPP/R1B1KBNR w KQkq -,30
rnbqkbnr/p1pppppp/1p6/4P3/8/8/PPPP1PPP/RNBQKBNR b KQkq -,21
r1bqkbnr/pppp1ppp/8/4p3/3nP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,-97
r1b1kb1r/pppp1Npp/2n5/4p3/2B1n2q/8/PPPP1PPP/RNBQK2R w KQkq -,-52
r1bqkb1r/ppp2ppp/2np1n2/4p3/2B1PP2/5N2/PPPP2PP/RNBQK2R w KQkq -,37
rnbqkb1r/pp2pppp/5n2/3p4/3P1B2/2N5/PP2PPPP/R2QKBNR b KQkq -,0
r1bq1rk1/pp1nppbp/3p1np1/2p5/3PPB2/2N2P2/PPPQ2PP/2KR1BNR w - -,46
r2qkbnr/pp2pppp/2n5/1B1p4/6b1/5N1P/PPPP1PP1/RNBQ1RK1 b kq -,5
rnbqkb1r/pp2pppp/3p1n2/2p5/4P3/2P2N2/PP1PBPPP/RNBQK2R b KQkq -,0
r2qkb1r/pp2pppp/2n2n2/1B1p4/8/5Q1P/PPPP1PP1/RNB2RK1 w kq -,28
r1bqkb1r/pp3ppp/2n1pn2/3p4/3P4/2PB1N2/PP3PPP/RNBQK2R w KQkq -,54
r1bqk2r/pppp1ppp/2n2n2/2b1p1B1/2B1P3/3P1N2/PPP2PPP/RN1QK2R b KQkq -,0
r1bqk2r/pp2bppp/2nppn2/2p5/4P3/2PB1N2/PP1P1PPP/RNBQR1K1 w kq -,26
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2NP1/PPPP1P1P/R1BQKB1R b KQkq -,-29
1rb2rk1/pp3ppp/3q4/8/1b1P4/2N2N2/PP3KPP/R2Q3R b - -,-357
R7/P5k1/8/5P1p/8/8/5K2/r7 b - -,819
r1bqk1nr/pp2ppbp/2n3p1/2ppP3/3P4/2P1B3/PP3PPP/RN1QKBNR w KQkq -,0
rn1qkb1r/pp1bpppp/3p1n2/2p5/4P3/2PP1N2/PP2BPPP/RNBQK2R b KQkq -,0
rnb1kbnr/ppp2ppp/4p3/3q4/8/8/PPPPQPPP/RNB1KBNR w KQkq -,42
r1b1k2r/ppp2ppp/2p5/4P3/4P3/8/PPP2KPP/RNBq1B1R w kq -,-723
r1bqkbnr/ppp2ppp/3p4/8/2BnP3/8/PPP2PPP/RNBQK2R w KQkq -,92
rnbqkb1r/1p3ppp/p2ppn2/6B1/3NP3/2NB4/PPP2PPP/R2QK2R b KQkq -,-12
r1bqkb1r/pp2pppp/2n2n2/3p4/3P4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -,0
r1bq1rk1/ppppbppp/2nn4/4p3/8/1BNP1N2/PPP2PPP/R1BQ1RK1 w - -,-38
r1bqkbnr/pp1ppppp/2n5/8/4P3/2N5/PP3PPP/R1BQKBNR w KQkq -,-19
r1bqk2r/ppp2ppp/2p5/4P3/4P3/8/PPP2KPP/RNBQ1B1R b kq -,-589
r1bqkb1r/pp1n2pp/2n1pp2/3pP3/3P1P2/3B4/PP1NN1PP/R1BQK2R b KQkq -,-28
r1bqk2r/pppp1ppp/2n2n2/2b1p3/4P3/2N2NP1/PPPP1PBP/R1BQK2R b KQkq -,-22
r1bqkbnr/pp1p1ppp/2n1p3/2p1P3/8/2N2N2/PPPP1PPP/R1BQKB1R b KQkq -,-79
r1bqkbnr/pp2pppp/2p5/4n3/2B1N3/5Q2/PPPP1PPP/R1B1K1NR w KQkq -,-30
r1bq1rk1/pppnppbp/3p1np1/8/3P1B2/3BPN1P/PPPN1PP1/R2QK2R b KQ -,-18
R7/P5k1/8/5P1p/8/2K5/r7/8 b - -,528
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -,27
r1bqkbnr/pp4pp/2n1p3/3pPp2/3p4/3B1NQ1/PPP2PPP/RNB1K2R b KQkq -,36
rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R b KQkq -,14
6k1/5r1p/p2N4/nppP2q1/2P5/1P2N3/PQ5P/7K w - -,1110
r1bqkbnr/1pp2ppp/p1p5/4N3/4P3/8/PPPP1PPP/RNBQK2R b KQkq -,-83
r1bqkbnr/pp2pppp/2p2n2/8/3PN3/5Q2/PPP2PPP/R1B1KBNR w KQkq -,30
r3k2r/pbpp1ppp/1p6/3BPP2/8/1QPp1P1q/PP1P1b1P/RNBR3K w kq -,-150
r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/1PN2NP1/P3PPBP/R1BQK2R b KQkq -,26
r1bqkbnr/pppp1ppp/2n5/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq -,0
r1bq1rk1/ppp1bppp/2np1n2/8/2B1Pp2/2N2N1P/PPPP2P1/R1BQ1RK1 w - -,-32
r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/1PN2NP1/P3PPBP/R1BQK2R w KQ -,50
rn1qkbnr/pp2ppp1/2p5/3pP2p/3P3P/3b4/PPP2PP1/RNBQK1NR w KQkq -,24
r1bqkb1r/pp2pppp/2p2n2/8/3P4/2P2Q2/PP3PPP/R1B1KBNR b KQkq -,0
r1bqkbnr/ppp1pppp/2n5/3p4/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq -,51
r1bqkbnr/ppp2ppp/2np4/8/2BNP3/8/PPP2PPP/RNBQK2R b KQkq -,33
rnbqk1nr/pppp1ppp/8/2b1p3/4P3/7N/PPPP1PPP/RNBQKB1R w KQkq -,-89
rn1qkbnr/pp3pp1/2p1p3/3pP2p/3P3P/3Q1N2/PPP2PP1/RNB1K2R b KQkq -,25
rnbqkb1r/ppp1pppp/5n2/3P4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq -,4
r1b1k2r/ppp2ppp/2p5/2b5/2B1P2q/2N4P/PPPP1nP1/R1BQ1RK1 w kq -,-623
rnbqkb1r/ppp1pppp/8/3n4/8/2N5/PPPP1PPP/R1BQKBNR w KQkq -,14
rnbqkb1r/ppp1pppp/8/3N4/8/8/PPPP1PPP/R1BQKBNR b KQkq -,0
rnb1kb1r/ppp1pppp/8/3q4/8/8/PPPP1PPP/R1BQKBNR w KQkq -,0
r1bqkb1r/ppp2ppp/3p1n2/4P3/2BQ4/8/PPP2PPP/RNB1K2R b KQkq -,-81
r3kb1r/pppqpppp/2n2n2/1B1p4/3P1Bb1/4PN2/PPP2PPP/RN1Q1RK1 b kq -,34
r1bqk2r/pppp1ppp/2n5/8/1bBPn3/5N2/PP1N1PPP/R1BQK2R w KQkq -,-20
rnb1kb1r/ppp1pppp/8/3q4/8/5N2/PPPP1PPP/R1BQKB1R b KQkq -,0
r1bqkbnr/ppp2ppp/2n1p3/3p4/3P4/4P3/PPPN1PPP/R1BQKBNR w KQkq -,-55
r1bqkb1r/2pp1ppp/p1n5/1p2p3/4n3/1B3N2/PPPP1PPP/RNBQR1K1 b kq -,110
r1bqkbnr/ppp2ppp/2n1p3/3p4/3P4/2P1P3/PP1N1PPP/R1BQKBNR b KQkq -,-20
1r5k/6pp/2pQ4/P5b1/1P2Bnq1/2P5/5PPP/R3NRK1 b - -,1115
r1bqk1nr/pppp1ppp/2n5/4p3/1bB1P3/2P2N2/P2P1PPP/RNBQK2R b KQkq -,-8
r1b1kb1r/ppp1qppp/3p1n2/4P3/2BQ4/8/PPP2PPP/RNB1K2R w KQkq -,-48
rnbq1rk1/pp2nppp/2pb4/3pp3/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 b - -,-14
r1b1k2r/ppp2ppp/2np1q2/2b1p3/2B1P3/3P1Q2/PPP2PPP/RN2K1NR w KQkq -,-47
rnbqkb1r/4pppp/p2p1n2/1PpP4/8/2N1P3/PP3PPP/R1BQKBNR b KQkq -,128
rnbqkbnr/pppp2pp/8/5P2/4p3/5N2/PPPPQPPP/RNB1KB1R b KQkq -,55
r1bqkbnr/pppp1pp1/2n4p/4p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq -,21
8/3P4/n2K3p/2p2kn1/1b3N2/2p1p1P1/8/3B4 w - -,-515
r1b1kbnr/1pp2ppp/p1p5/8/4q3/5N2/PPPPQPPP/RNB1K2R b KQkq -,-73
1r5k/6pp/2p5/P1Q3bq/1P2Bn2/2P5/5PPP/3RNRK1 b - -,934
r1bq4/ppp2kpp/2np1n2/2b1p3/4P3/2NP4/PPP2PPP/R1BQK2R w KQ -,-256
r1bqkb1r/pp3ppp/2n2n2/2pp4/3P1B2/2N2N2/PP2PPPP/R2QKB1R w KQkq -,2
rnb1kbnr/ppppq1pp/8/5P2/4p3/5N2/PPPPQPPP/RNB1KB1R w KQkq -,34
