FEN,Evaluation
8/5p1k/R1Prp1pp/3n4/1p1P3P/6PK/1B3P2/8 b - -,7
8/6pk/p1p3p1/8/6P1/5P2/3q3P/6K1 w - -,-505
r1bnk2r/pp1q2pp/4p3/2Pp1pP1/1b6/2PQBN2/P1P1PPBP/R4RK1 b kq -,182
2r2k2/pp3p1p/3r4/5pB1/P1P1p3/2KnP2P/5PP1/5B1R w - -,-351
rnb2r2/2p2pk1/p7/1P5p/1b6/2NpPN2/1P3PPP/R1B1K2R w KQ -,70
R7/4ppk1/3p3p/6p1/4P1P1/2rPK3/5PP1/8 b - -,3
rn1qk2r/pp2ppb1/2ppbn1p/8/3PP3/2N1BBP1/PPP2P1P/R2Q1RK1 b kq -,-219
r6r/4qkb1/2b1p3/3pPp1p/P2P4/1N1Q4/2P2Pp1/RN2R1K1 w - -,-25
rnbq1rk1/ppp3p1/4p2p/8/1R1P1B2/4P2P/PP2QPP1/5RK1 b - -,-250
1r4k1/1pR2p1p/8/1p1R3P/3P4/1P6/r2bN1P1/6K1 b - -,-322
8/8/4kpn1/p7/Pp2K3/1P6/8/8 w - -,-606
8/8/P3k3/4p3/4P1nP/8/r4PK1/8 w - -,-492
8/8/2p4R/2k5/2r5/p5P1/4K3/8 b - -,-372
8/2Bn4/1p2k3/2p5/2P5/2K2B1b/8/8 w - -,-2
r5k1/1b2q3/4pnpp/p7/1pP5/1P2PNP1/1Q3PP1/R2B2K1 w - -,199
r1b2rk1/pp2bppp/4p3/3pq3/8/2P1N1P1/PP2QPBP/R4RK1 w - -,-134
r3k2r/pppqn1p1/2n1pp1p/3p4/3P4/3QPNP1/PPP3PP/RN3RK1 w kq -,-27
r2qk1nr/ppp2ppp/4p3/5b2/Nn1p4/1P1P4/PB2PPPP/R2QKBNR w KQkq -,282
r3k2r/pQ1bnppp/5n2/q3p3/8/P3P2P/1P1P1PP1/R1B1KBNR b KQkq -,71
1r4k1/3p1pbp/p3p1pn/2p1P3/P1N2PP1/2P2b1P/7K/R6R w - -,-246
4nk2/r7/6P1/5B2/7P/8/5PK1/8 w - -,-280
6k1/p6p/2R4P/p1Np4/P2P2p1/4P2r/2P2K2/8 w - -,492
6R1/8/2k5/P7/1p2K3/1P6/2r5/8 w - -,457
3rkbn1/ppr1pp2/6p1/1N2P3/3PP1p1/1P6/P5PP/R1B2RK1 b - -,191
r4rk1/4bppp/8/3B1q2/pp1P4/PQ2P3/1B3P1P/R4RK1 w - -,24
2R5/r6p/P7/1B3kb1/8/4pK2/2P5/8 w - -,157
2rqkb1r/pp1n1p2/2p1pnpp/5b2/2P5/3P1NP1/PB2PPBP/RNQ1K2R w KQk -,67
8/1k6/1RpnP1p1/B7/8/3K4/8/8 b - -,421
r1qr2k1/4ppb1/pB1p1npp/1p1P4/1PP1P3/2Nn1PP1/6QP/1R3RK1 b - -,-433
3rk1r1/pp2ppbN/n5p1/5b2/8/3P1RP1/PP1BB1PP/1R4K1 b - -,-103
r1r3k1/1pq2p1p/2p2np1/4p3/P4P2/2N1P3/PBQP2PP/R4RK1 w - -,473
4rrk1/1pp3p1/p2p3p/3P2Q1/1P6/P3PB1P/1P4P1/R4RK1 w - -,788
1k6/8/p1p1Nbp1/7p/4pP2/1P2B2p/P1P1K3/8 w - -,282
8/r4k2/4p1p1/7p/3R1P1P/6P1/8/4K3 b - -,-2
r1b2rk1/2b2ppp/ppn1pq2/2pp4/N4P2/1P2PN2/P1PPB1PP/R2Q1RK1 w - -,-82
r1b1k2r/pp2bppp/2pp4/8/P1BN4/8/1PPP2PP/R1Bn2K1 w kq -,-468
rnbqkb1r/pp3ppp/4p3/3p4/3P1B2/4PN2/PP3PPP/R2QKR2 b Qkq -,-570
rn3b1r/1p2pkp1/pq1pbn1p/5p2/3P1B2/2N5/PPP1QPPP/2KR1BNR w - -,152
3rkbnr/pp2pp2/n1p3pp/8/P1b2B2/6P1/1P1NPPBP/R2K2NR w k -,-95
rnb2rk1/pp1qbppp/4p3/4P3/8/2P2NP1/P4PBP/R1BQK2R b KQ -,-56
r2qk2r/ppp2ppp/2n1bn2/3pQ3/8/b3BN2/1PP2PPP/RN2KB1R w KQkq -,-88
8/p3bpk1/1pn1p3/2p1P2p/8/1PP4P/P2K1P1B/4N3 b - -,-24
8/8/N7/7p/1P1k2bP/P3p3/4P3/5K2 w - -,219
8/1q3p2/pp3k2/5p2/PP1P4/2K5/8/6q1 b - -,-1914
6k1/8/5pp1/R3p2p/7P/3P2P1/2r2PK1/8 w - -,-3
8/6k1/2p5/2p2p2/2P5/1P2K2R/4PP2/6r1 w - -,302
7k/3R1p2/4pPp1/8/p3P3/P7/4K1r1/8 w - -,1
r1q5/pQ1N1ppk/P3p1b1/3p2Pp/3P1B1P/8/4PPBK/8 b - -,445
rnbq1rk1/ppp2pp1/4p2p/8/2PPPB2/P7/4B1PP/R2QK1NR b KQ -,-219
r2qkb1r/1bpp1ppp/p3p3/1p6/3nN3/N5PP/PPP1PPB1/R1BQ1RK1 b kq -,357
rn1qk2r/1p2b1pp/2p1pnb1/p7/Q2P3P/P1N1PN2/1P3PP1/R1B1K2R b KQkq -,-394
8/3b4/8/1pBpnk1p/3K4/6P1/B4P2/8 b - -,12
2r3k1/1pp2ppp/p7/8/P7/2n2NP1/5PP1/R5K1 w - -,-384
r2qk2r/ppp1bppp/5n2/1N1n2B1/3P4/8/PP2QPPP/R3K1NR b KQkq -,-132
1r6/5p1p/ppq2k2/3p1p2/P1P5/1P4P1/5P1P/6K1 w - -,-747
r3kb1r/1p1n1ppp/pP1p1n2/3p4/3P4/5N2/1P2bPPP/R1B2RK1 w kq -,-533
r1b1k2r/pp1nqppp/2p2n2/8/4pP1N/2N1Q3/PPP3PP/3RKB1R w Kkq -,26
8/8/3p2k1/2p3b1/2P1P2p/P7/4K3/8 w - -,-408
R1b1k2r/5ppp/1qp2n2/3pB3/1b6/4P3/3PNPPP/3QKB1R b Kk -,578
r2q1rk1/pb1n1pp1/1p2pn2/2p3p1/2P5/P1PBP3/5PPP/1RBQ1RK1 w - -,-589
1r3rk1/1b1qb1p1/3p3p/p1pP1p2/P2pP3/1PN2N1P/5PP1/2R2RK1 w - -,-815
r1b1k2r/pp2pp1p/3q2pb/3p4/3N4/2N4P/PPP1BPP1/R2Q1RK1 b kq -,403
4r3/2B3p1/7p/2pkbR2/P1p5/6PP/2K5/8 w - -,48
r2r1k2/p1p2pp1/4p3/1P4q1/1bBP4/4PbP1/2Q2P1P/R1B2RK1 b - -,21
2r3k1/2qNpp2/7p/3P2pn/1r6/P1BQ2P1/5PBP/4R1K1 b - -,284
r4r1k/1pp2qpp/3p1P2/2n2R2/7Q/2P3PP/p1P3B1/1K1R4 w - -,-146
1R6/5n2/1P2k1p1/p7/P4K2/1r6/5N2/8 w - -,15
2R5/8/4K2p/3Q2p1/7k/5P2/8/8 b - -,612
5rk1/pp2Npp1/1q2pn1p/8/2r5/2NB4/PPPQ1PPP/3RR1K1 b - -,861
5rk1/ppq1b1pp/8/2p2b2/2P1p3/1PB2N1P/P3QPP1/3R2K1 w - -,14
3qk2r/1p3pbp/5n2/P2PNp2/5P2/2N5/2PQ3P/2B2RK1 w k -,486
rnb1kb1r/pp1p1ppp/2p2n2/8/1PP5/P1q1P3/3N1PPP/R2QKBNR b KQkq -,-353
8/1R3p1p/5kp1/r7/8/4P2P/6P1/6K1 w - -,-1
rn1q1rk1/p1p2pp1/1p6/3pPn1p/8/4PN2/PP3PPP/RN1QK2R w KQ -,77
r3kbnr/pp1b3p/2np4/1B5p/5P2/1N6/PPP3PP/R1B1K2R b KQkq -,-342
1rbq1rk1/1p3ppp/p3pn2/4P3/1bPN4/2NQ4/PP4PP/R3KB1R b KQ -,-217
2k4r/1pp1q1p1/p1n1pppr/2Pp4/PP6/2P1P1PP/3QB1P1/1K1R1R2 b - -,13
r1b1kb1r/pp4pN/2n2q2/8/3p4/8/PPP2PB1/R1BQK2R b KQkq -,118
3r2kr/1R6/2p1p1p1/7p/3P2nP/6P1/PPP3B1/R5K1 b - -,307
1r6/2R1n1pk/7p/pP6/P2pr2P/8/5PP1/5RK1 b - -,-330
7k/1pp5/3bbp1p/4p3/1p2P2P/1P3P2/r3PBB1/2R3K1 w - -,-337
8/2k2p2/1p1p1p2/1Pp2P2/2Pp2P1/3P1BBP/8/6K1 b - -,564
8/P6k/4Q1p1/7p/4PP2/7K/3p4/4q3 b - -,-320
r1b2rk1/pp1pbqpp/2n2p2/3P4/2P2p1P/1R3N2/P2NBPP1/3Q1RK1 b - -,82
3R4/8/7p/8/5k1P/8/n4P1K/1R6 b - -,435
r1bq1rk1/ppp2ppp/3p1n2/4n3/4P3/1QN1B3/PPP1BPPP/2KR3R b - -,129
r1b1kb1r/pp3ppp/2p5/6P1/4nB2/5N2/PPP1K2P/R4B1R w kq -,-126
6k1/8/1p2q1p1/p4pP1/P1P2P2/1PQ5/8/6K1 w - -,114
r4rk1/p1Q2p1p/6p1/1P6/2N4P/P7/3P1P1P/b4RK1 b - -,537
8/8/8/4k2p/4p2P/p3K3/r7/8 b - -,-696
r2r2k1/1bR2p1p/1p2p3/pB3p2/8/bP2PN2/3N1PPP/5RK1 b - -,352
3r2k1/2p3pp/2B1b3/8/Pp5P/4P1P1/8/5RK1 w - -,-8
r1b5/pppkb3/8/2P1Bp2/4B3/7r/PP2PP1P/R2R3K b - -,174
r2q1rk1/pp2bpp1/2np1n1p/2p1p3/2b3P1/4PN1P/PP1BNPB1/R2Q1RK1 w - -,-328
3k4/8/P1p5/2Pn4/3B1p2/1K3P2/8/8 w - -,189
3k4/1R6/p7/8/P2P1pp1/7p/7r/5K2 w - -,-439
2R1br1k/5Npp/4p3/3pP3/1p1P4/3B4/p4PPP/6K1 b - -,-92
5rk1/p4ppp/2p1b3/2ppN3/P1P1n3/8/1r3PPP/R2QR1K1 w - -,445
8/8/p3kp1p/1pP5/1P1b4/P3p2P/6PK/2B5 w - -,-121
5rk1/1p1qn1bp/6p1/8/3p1B2/3P2PP/3Q1PK1/R7 w - -,-346
4kb2/1p3p1p/8/3r1p2/P2p4/7N/1Pn1K1PP/2B3R1 w - -,-53
r4nk1/pp3p2/2pQ4/3p1p2/3P4/2P2P1P/Pq4r1/R1R2N1K w - -,-42
2kr2nr/ppp1ppbp/2n3p1/2q2b2/5P2/2NP1N2/PPPBBRPP/R2Q2K1 b - -,-46
rnb1kb1r/ppB3pp/8/5p2/2p1N3/8/PP3PPP/R3KBNR w KQ -,438
3r2k1/1p3ppp/p7/2bpN3/8/1P2B2P/P4PP1/3R3K b - -,348
1r6/8/6k1/4p3/4Pp2/2N5/2K5/3B4 b - -,-3
6k1/p2r3p/8/1p3ppP/1P6/P2qQ3/5PP1/6K1 b - -,-742
3rkb1r/pp3ppp/4p1b1/2p1P3/4p1P1/8/PPP1NP1P/R2QKB1R w KQk -,553
r1bqkb1r/ppp2p1p/2n2p2/8/1PP5/2N3P1/P2PQPBP/R1B1K2R b KQkq -,206
8/6R1/2k4p/7P/5P2/5K2/p1r2P2/8 w - -,-22
rnbq1rk1/ppp1b1pp/4p3/5p2/2PPp3/1P1BP3/P4PPP/RNBQK2R w KQ -,-35
2b1nrk1/7p/1p2q1p1/3p1p2/N2Pp3/P6P/3NBPP1/Q4RK1 b - -,218
5rk1/p4ppp/1p1Rp3/4n3/4r3/7P/P3NPP1/1R4K1 w - -,-280
r5k1/2p3pp/3p4/2p5/p1P1p3/1P2P1P1/P6P/RR4K1 b - -,475
6k1/8/3p1qp1/3P3p/4P3/8/6K1/8 b - -,-539
r7/nk6/2p1p3/4P2B/1P1p1P1P/5PK1/8/R7 b - -,244
2r2rk1/1p3ppq/p1npp3/P2p4/1P1P1P2/2P1PB2/5P2/R4RK1 b - -,-711
8/6R1/3r1B2/7p/7P/8/4k1PK/1Q6 w - -,1047
r2q1rk1/pbpp1ppp/1pnb1n2/4p3/P1P4N/2NP2P1/1P2PPBP/R1BQ1RK1 b - -,79
2r2q1k/1p3ppp/p2b4/8/3BR3/2P2N2/PP3PPP/6K1 b - -,-408
8/5pk1/8/2P3pp/4p3/4P1K1/5PP1/7r b - -,-549
8/1k6/2p3p1/1p1p2p1/pP1R4/P1P1PP1r/8/4K3 w - -,-110
r1bqk2r/1p2bppp/p1n1p3/3pP3/3P4/3n1N2/PP1N1PPP/R1BQ1RK1 w kq -,-492
r1bqk2r/1pp1bpp1/p3np1p/3p4/8/2P1PN2/PP1N1PPP/R2QKB1R w KQkq -,-143
8/p4p2/1pP5/8/k4p2/4pP2/6P1/2K5 w - -,147
5r1k/3r2p1/R2p3p/p1p1p3/P1P1PP2/2Q2P1P/8/1R4K1 b - -,553
2rqr1k1/pp1n1pp1/7p/3p1N2/5BP1/4P2P/PP3P2/K2R3Q b - -,-116
r2q1rk1/ppp2ppp/4pn2/1B1pP3/8/P3P3/4NPPP/R1BR2K1 b - -,-471
r2q2k1/1b2p1b1/1npp4/p6n/3PP2p/P1P1B2P/2PQ2P1/R4BKN b - -,-61
2r2rk1/p1qn2pp/4p3/1R6/4P3/P1p3PP/P2N1P2/2B1Q1K1 w - -,-382
4r1k1/p1p2p1p/3b2p1/4p3/P1QP2qP/2P3P1/2PB1P2/1R4K1 w - -,84
2r1k2r/1pqb2b1/p5n1/2Pp2Np/1P1Np3/PQP4P/5PK1/R3R3 b - -,-438
8/7p/5p1p/3k1P2/6P1/n1K5/8/8 b - -,-497
5k2/8/2q1p1p1/1p5p/1P5P/8/7K/8 w - -,-535
r1b5/4k3/p1p3p1/6N1/5P2/1P1pp3/P5PP/1R5K w - -,-181
6k1/8/7p/1N1pnr2/P1P1p1p1/3nP2N/4Q1PP/7K w - -,145
rn1qkb1r/p2p1ppn/1pp1p2p/4P3/2P5/2NP1QPP/PP3P2/R1B1KB1R w KQkq -,158
2k4r/Bpp1ppbp/5np1/8/4PPb1/3r1N2/PP1N2PP/R1K3R1 w - -,-100
rnbq1rk1/ppppp1b1/8/3P1pp1/8/2N1P1P1/PPP1N1P1/R2QKB1R w KQ -,99
6r1/b3k1pR/8/p1p2P2/P1P1K3/1p6/8/5R2 w - -,475
2r5/1p1q1pkp/p2p2p1/3P4/3p1P1P/P2P4/1P1Q2P1/4R1K1 b - -,-51
3K1k2/7p/1P6/6p1/4r3/8/3R4/8 b - -,14
8/4b3/5R2/1P1P1P1k/2K5/8/2P5/4r3 w - -,293
2q1rrk1/2bb1pp1/p1np1n1p/2p5/P3PN2/2N1BPP1/2PQ2BP/3R1R1K w - -,37
8/7p/1B5P/1p1p2k1/1P6/3K4/8/8 w - -,471
r2n1rk1/pp3ppp/4pn2/1B1p4/3P4/8/PPPN1PPP/R4RK1 b - -,0
5R2/7k/1p2p3/2np1p2/8/4P1K1/8/5r2 w - -,-506
r5k1/1q4b1/3p4/5R1p/2p1r3/5QB1/pP2R3/1K6 w - -,-257
rn1q1rk1/p2p2pp/1p2pn2/2b2p2/5B1P/2P1PP2/PP1NBP2/R2QK2R b KQ -,58
3r2k1/2b2ppp/1n6/p1p2PP1/2P5/1PN4P/P2B2R1/4Q1K1 b - -,671
8/8/pp4R1/8/1P2k3/8/6P1/7K b - -,682
5b2/1p4k1/p2p2p1/P3p2p/1PP1P2P/4B1P1/8/5K2 b - -,9
8/1K3R2/8/4k2p/1P6/7P/2r5/8 w - -,221
5rk1/r4ppp/p1bp4/1p2pP2/4P3/P2P2NP/1P1N1KP1/R7 b - -,-280
2r2q1k/pp1bN1pp/3p4/5r2/1P6/1Q1n1pP1/P1P2P1P/1K1R3R b - -,-340
rnb2rk1/pppp1pBp/4q3/4P3/1bP5/4Q3/PP2nPPP/2R1KBNR w K -,-269
6k1/b4pp1/p3p1np/4P3/3q4/1Q4PP/5P2/1R5K w - -,-408
r1b2rk1/1p2ppbp/n1p3p1/N2p4/P2PnB2/4PN1P/1PP2PP1/R2QK2R b KQ -,574
4R3/3r1ppk/p1b4p/P4P2/6P1/2P3KP/8/8 w - -,-441
8/3R4/8/8/1r4p1/6Pp/4k3/6K1 w - -,434
r2q1k1r/p1p2pp1/1pQ1pn2/2b3Np/2P5/6P1/PP2PP1P/RNB2RK1 w - -,476
8/p2P2k1/7p/2Q2B1P/3p2Pb/1P6/P3q1K1/8 w - -,3
2B5/R7/3kpb2/5p1p/3P2pP/4P1P1/4K3/8 b - -,548
r7/2p3k1/2N2bp1/7p/2P1p1p1/8/4KR2/8 w - -,-558
2Qn4/pp2pkb1/6pp/4q3/1P2P3/P3B2P/5PP1/4K2R b K -,17
8/8/2p1n1k1/7p/1PP4B/4K3/8/8 b - -,15
1r3rk1/p1q1b1p1/1n3p2/2pP3p/4P3/P4N1P/2QB1PP1/1R3RK1 w - -,273
r4rk1/pppq1ppp/2nbpn2/1B1p4/PP1P3P/N1P2P2/5PP1/R1BQ1RK1 b - -,18
4k3/1p6/2p1pp2/5p1p/3P1P1P/4PK2/2r3P1/8 b - -,-518
2r5/1r6/1p4k1/3P2p1/PPPKp2p/7P/6P1/R7 w - -,-257
r2qk2r/1p1bppbp/p2p2p1/8/2PP1P2/2N5/PP2BK1P/R2Q3R b kq -,-307
rnbqk2r/1pp1ppb1/6p1/p2p2Bp/Q2Pn1P1/2P2N2/PP2PPBP/RN3RK1 b kq -,-125
r3qr2/p1p1bpkp/1p6/3pP3/2nP4/2P2NP1/P6P/1RB2QK1 b - -,-457
r2qkbnr/pp4pp/3p1p2/2p1pb2/1nP5/1PNPPN1P/P4PP1/R1BQKB1R w KQkq -,110
8/8/P6R/r3k3/5p2/5Pp1/6K1/8 b - -,-52
r3q2r/ppN1p1k1/2bp1bpp/5p2/3P1Q2/N3P3/PPP2PPP/3R1RK1 b - -,152
r2q1rk1/3bbp1p/p2ppp2/1p6/N1PpP3/3P4/PP2BPPP/2RQ1RK1 w - -,-182
8/8/1p6/1k3p2/6p1/5qP1/8/7K w - -,-575
8/6k1/8/5p2/2N2b2/2K5/3Nr3/5q2 b - -,-3897
3rqrk1/4npp1/p2p1n1p/Np1b4/1P1Pp3/P1B1P2P/2Q1BPP1/3R1RK1 w - -,-91
r2qkb1r/pp3ppp/5n2/2pp4/6b1/1P1PPNP1/P4PBP/RNB2RK1 b kq -,-676
2k5/8/pP6/4Q3/5KP1/1PP5/8/8 b - -,625
2q3k1/1bP2ppp/5n2/r7/3p1P2/2rP3P/1RP1P1P1/2Q1KB1R w K -,-412
8/8/1nk1p1p1/2p1N1Pp/5P1P/2K5/2P5/8 b - -,190
5rk1/2R5/3pP3/1pb5/8/1P1N1NK1/4r3/2R5 b - -,263
4k3/1q6/8/5P2/2p1pQ2/4P2P/3P4/4K3 w - -,398
rnr2k2/5ppB/7p/pp6/3P1P1P/P3P3/1P3P2/4K2R w K -,-333
4k3/1Q3p1p/4p1p1/p2pP3/5P1P/PP1q4/6P1/6K1 b - -,-49
r1bq1rk1/1pp2pbp/2nppnp1/8/2BPP3/1PN2N2/P1P2PPP/R1BQ1RK1 b - -,121
r1b1kbnr/1p1p1pp1/p3p3/8/3NP2p/5BP1/PPP2P1P/R1B1K2R b KQkq -,0
rnbq1rk1/pp2b1pn/4p3/7p/7P/P2B1N2/1P3RP1/RNBQ2K1 b - -,-42
5rkr/pp4p1/1n1p2p1/8/2PP4/1P5P/P5P1/6K1 b - -,-1020
2bq1rk1/rp1nbp1p/p1n1p1p1/3pP3/2pP4/P1P2N2/1PB1NPPP/R1BQK2R w KQ -,176
4k3/8/p7/P4BN1/2P3P1/3P4/6r1/4K3 w - -,503
8/8/P1p1bp2/P1k4N/2P2K1P/3P4/8/8 b - -,526
r5k1/1p6/p1n1b1p1/2p2p1p/2P1p3/1P2P3/P3B1P1/3R1RK1 w - -,6
r4rk1/1pqbn1p1/p3p2p/3pPp2/P2P4/4QNP1/1P3PBP/R3R1K1 w - f6,86
r2qkb1r/2pbpppp/p4n2/3p4/3P4/2N2N2/PPP2PPP/R1BQK2R w KQkq -,21
rnb2rk1/pp2pp1p/6p1/7n/2PqPP2/PQ2p2P/6P1/RN2KB1R w KQ -,-689
8/1P3p2/3b1P1p/6p1/p1k3P1/1p5P/1B3K2/8 b - -,-212
r2qkb1r/pp4pp/2n1pn2/1B1p4/7P/4P3/PP1P1PP1/RNB1K1NR b KQkq -,-499
8/8/p7/1p5Q/5k2/8/q4P2/6K1 b - -,-135
r1b2r2/pp3pk1/3p3p/1N1P4/5p1b/5P2/PPP3PP/R3R1K1 w - -,-294
r5k1/2q5/ppn3bp/2p3p1/2P1P1Q1/PN6/1P4BP/5RK1 b - -,-112
rnbq1rk1/pp2ppbp/5np1/2p5/5P2/2NPPNP1/PPP3BP/R1BQ1RK1 b - -,168
rn1q1rk1/pp1b1p1p/6p1/2bQ4/8/P4N2/1PP1BPPP/R1B2RK1 b - -,167
7Q/5k2/2K2pp1/P1P5/7P/7q/8/8 b - -,52
r3kb1r/pp3ppp/2np1n2/5b2/8/3BPN2/PP3PPP/R1BQ1RK1 b kq -,548
k3b2r/pp3pp1/8/q1pR3p/5Q1P/P4PP1/1PP2PBK/8 b - -,389
8/6k1/1R4p1/5p2/3K3p/4P2P/5r2/8 w - -,-66
q2r1r1k/1pp1bpp1/p1b1p2p/4P3/3PN3/P2B1NKP/1P4P1/2R5 b - -,-920
r1bq1rk1/4bppp/2pp1n2/p3p3/4P3/PBNP4/1PPB1PPP/R3QRK1 b - -,146
2rq1rk1/pp2bppp/2np1n2/2p1p3/2P1P3/2N2N2/PP1PQPPP/R1B2RK1 b - -,-14
2r2rk1/1b2qp1p/p2np1p1/1p1NN3/P2P4/2PB2P1/1P3nKP/R3R3 w - -,-734
8/3B1pp1/3N2k1/p3p3/5n2/B1p1KP2/P7/8 w - -,476
8/6R1/6P1/r3k3/8/2p5/4KP2/8 w - -,65
r2qk1nr/p2bppb1/3p2pp/1N6/2PpP3/3P4/PP2BPPP/R1BQ1RK1 w kq -,135
1R6/8/2rk1p2/6p1/1P5p/7P/5PK1/8 b - -,3
8/5p2/8/8/2k1P3/4K1P1/r4P2/2q1B3 w - -,-606
rn1q1rk1/pp2ppbp/2p1b1p1/8/3PP3/2N1nP1P/PP2B1P1/2RQK1NR w K -,-690
8/p4p1k/5Q2/8/1P1B2K1/P7/5P2/6q1 w - -,472
8/5R2/6pk/P7/4Pn2/4Q3/7P/6K1 b - -,815
1r1r2k1/5p2/2q1p2p/1p4p1/p1pP2P1/P1P2N2/1PQ2PP1/4RRK1 w - -,521
8/5b2/5k2/5p1p/N4P1P/P3r3/6K1/R7 b - -,-41
rnb2rk1/pp2qp2/3p4/2p3N1/2P1n3/8/PP2BPPP/R2QK2R w KQ -,-254
r3kb1r/ppp2ppp/4p3/3pn3/8/2P3P1/PP2PPBP/1RB2RK1 w kq -,-71
8/5k2/8/5p2/8/2q1B1P1/5P2/6K1 w - -,-489
3q2k1/5pb1/pr1p1n1p/1p3r2/1P6/2N5/P2B1PPP/2RQ1RK1 w - -,100
2r2rk1/1Q2bppp/8/3PN3/8/1PN5/P2P1RPP/6K1 b - -,566
8/5p2/5k2/2p2p1p/p4r2/8/8/qR2R1K1 b - -,-671
r1kq1bnr/p1p2pp1/2P1p3/3pP2p/6b1/5N2/PPP2PPP/RNBQK2R w KQ -,139
7Q/5k2/8/p1K5/4p3/4P1p1/8/8 b - -,278
r1kq2nr/p3bppp/2p5/2ppP3/3P4/8/PP2QPPP/RNB2RK1 w - -,264
r1b2rk1/pp2bppp/1q1p1n2/1N2p3/2PpP3/3P1N1P/PP1QBPP1/R2K3R b - -,-139
3r1rk1/5p2/pp3bp1/3Pp2p/P1P1P3/5qP1/2PQ1P1P/R4RK1 w - -,-260
r2q1rk1/1p3pp1/2p1p2p/nb6/3PPN2/P4NPP/5RP1/1QR3K1 b - -,16
r1bnkb1r/1pp2ppp/5n2/p3p1N1/2P5/P1N1P3/1P3PPP/R1B1KB1R w KQkq -,29
r1bq1rk1/pp1n1ppp/3Ppn2/8/2P5/5PP1/PP3PBP/R1BQ1RK1 b - -,-153
3R3k/8/8/2r4p/1rP4P/5PP1/5K2/8 b - -,-327
1r3r2/pp3ppk/4p3/1Q1p1n2/N6q/P4P2/1P2R1PP/4R2K b - -,-457
r1bqk2r/1p2bppp/p7/2pp3n/8/1P1PBNP1/1P2PPBP/R2QK2R w KQkq -,16
3R4/1p3kpp/8/P7/4P3/8/1r6/3K2N1 b - -,12
r2qkb1r/ppp2ppp/4p1b1/3p4/1n1P2n1/N4NP1/PPP1PPBP/R1BQ1RK1 w kq -,31
1r4k1/8/2p5/7p/NP1Q1P2/p2K2Pb/P6P/8 b - -,303
r1b3k1/p1q1rpb1/1pn1p3/2p4Q/N1PpP2P/1P1P1N2/P3BP2/1K1R3R b - -,159
2Q3k1/5p1p/1p4p1/8/PqP1p3/4P3/4BPPP/6K1 b - -,388
8/5p1k/6p1/2B1K2b/2P1P3/1P6/8/8 b - -,236
r2q2kr/pp4pp/3b4/2p5/2P3N1/N3P3/PP4PP/R1B2RK1 b - -,-414
rnb1kb1r/p2p1ppp/1p2p3/2p5/3P4/4PP1P/PPP2P2/RN1QKB1R b KQkq -,554
r7/ppb1k3/2pppp1p/8/2B1PP2/2N3rP/PPK5/3R3R w - -,180
r4rk1/p5Pp/1p6/8/3n3P/P1p3P1/1B2KP2/R5R1 w - -,-171
5R2/5p2/p3p3/5n2/p2p1k1p/8/1Pr1KB2/8 w - -,-635
4r1k1/1B5p/6pB/5p2/2R5/r2p3P/5PPK/8 w - -,293
rnb1k2r/pp1pbpQp/8/q5P1/8/5N2/P3PPP1/R3KB1R w KQkq -,-324
r1bqk2r/2pp1ppp/p1n1p3/8/Pb1Pn3/5N2/1PQ1PPPP/RNB1KB1R w KQkq -,-91
r2qk2r/pp2bppp/2np1n2/4p3/Q5P1/2N2P1P/PP1P1PB1/R1B1K2R b KQkq -,-50
r1b1r1k1/ppB1b2p/2n1p1p1/5p2/2P1n3/2N2NP1/PP2PPBP/R4RK1 w - -,117
2k3n1/p4ppp/4p3/8/P1NnP3/5P2/6PP/6K1 w - -,-409
r1b5/1p3q2/p3pB2/2k2p2/8/5P2/1P3P1P/4R1K1 w - -,-530
r1bqk2r/pp1p2pp/3bpn2/2p2p2/5P2/3P1PP1/PPP3BP/RNBQ1RK1 b kq -,16
r1bqr1k1/ppp1npbp/6p1/1Q1N2B1/8/5PP1/PPP2PBP/R4RK1 b - -,189
8/4B3/2p3k1/8/p1pPpK2/P7/2b5/8 w - -,-24
r4rk1/1bqnbppp/8/p1ppP3/8/6P1/PB1PQPBP/2RN1RK1 w - -,75
rn1q1bk1/p1p3p1/1p2pn2/5p1p/3P1B2/2P1P3/PPB2PPP/R2Q1NK1 w - -,315
8/8/5kp1/7p/7P/2r3P1/5K2/8 w - -,-531
r3r1k1/pp4pp/5p2/4n3/P3P3/2qbQPP1/5BBP/R2R2K1 w - -,138
r5k1/ppp2pbp/2n1rnp1/8/8/P2PNN2/1PP1KPPP/R1BR4 b - -,63
r1bqkb1r/pp3ppp/2p5/4P3/Q7/8/PP1P1PPP/R1B1K1NR b KQkq -,-61
r2q2k1/1p3pp1/p2p1n1p/3p1b2/1N1P4/2P2N1P/PP3PP1/2RQK3 b - -,-67
6k1/p3qppp/2p5/P7/5P2/6PP/1Q6/2R3K1 b - -,221
r2r2k1/1b1pqppp/1pn1p3/p1b1P2n/2P2B2/P1NB1N2/1P3PPP/R2Q1RK1 w - -,102
5Q2/8/8/p6p/P5k1/8/6KP/8 w - -,494
1n3rk1/4qpbp/p5p1/4p3/2Q1P3/P3BN1P/5PP1/1R4K1 w - -,224
1r2kbr1/7p/4p3/RP1p4/3p2p1/8/1PRB1PPP/6K1 b - -,-16
r3kb1r/p1pnq1pp/1p1p4/5p2/3Pn3/N1Pb1N2/PP1B1PPP/R1KQR3 w kq -,-125
